Chromosome	Start	Stop	Target	Strand	Sattelite	Locus
chr1	129611832	129612288	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129613213	129613669	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129614534	129614990	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129615889	129616345	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129617210	129617666	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129618591	129619044	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129619910	129620366	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129621316	129621772	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129622697	129623153	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129624017	129624473	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129625372	129625828	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129626693	129627149	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129628074	129628527	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129629393	129629849	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129630799	129631255	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129631972	129632428	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129633319	129633775	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129634725	129635181	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129636131	129636587	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129637537	129637993	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129638943	129639399	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129640324	129640780	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129641683	129642139	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129643064	129643520	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129644363	129644818	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129647061	129647516	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129651151	129651606	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129654773	129655228	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129657472	129657927	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129658506	129658933	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129662271	129662726	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129664047	129664502	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129665822	129666277	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129667572	129668027	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129668880	129669335	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129669914	129670341	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129672597	129673052	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129674372	129674827	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129676606	129677061	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129678382	129678837	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129680625	129681080	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129682865	129683320	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129685108	129685563	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129687348	129687803	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129689124	129689579	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129691364	129691819	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129693140	129693595	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129695380	129695835	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129697156	129697611	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129698932	129699387	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129700406	129700835	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129702620	129703075	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129704278	129704733	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129706519	129706974	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129708292	129708747	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129710532	129710987	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129712772	129713227	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129715003	129715458	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129717246	129717701	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129719023	129719478	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129720799	129721251	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129722893	129723348	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129725368	129725823	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129727291	129727746	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129729066	129729521	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129730374	129730829	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129732297	129732752	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129734515	129734970	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129736314	129736769	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129738029	129738470	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129739768	129740223	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129741690	129742145	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129743151	129743606	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129744927	129745382	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129746703	129747158	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129748455	129748910	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129750672	129751127	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129752916	129753371	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129754692	129755148	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129757356	129757811	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129759109	129759564	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129760417	129760872	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129762193	129762648	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129762630	129763054	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129763969	129764436	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129765288	129765743	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129765725	129766149	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129767064	129767519	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129768987	129769442	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129771208	129771663	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129773131	129773586	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129775349	129775804	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129777125	129777580	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129778840	129779258	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129780555	129781010	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129782327	129782782	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129784103	129784558	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129785875	129786330	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129787651	129788106	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129789427	129789882	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129791203	129791658	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129792975	129793430	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129794751	129795206	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129796527	129796982	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129798303	129798758	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129800547	129801002	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129802323	129802778	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129804099	129804554	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129805875	129806330	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129807651	129808106	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129809423	129809878	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129811199	129811654	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129812975	129813430	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129814751	129815206	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129816527	129816982	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129818303	129818756	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129820053	129820508	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129821829	129822284	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129823605	129824058	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129825379	129825834	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129827155	129827610	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129829546	129830001	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129831322	129831777	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129833098	129833553	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129834874	129835329	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129836650	129837105	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129838426	129838881	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129839728	129840145	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129840202	129840657	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129841979	129842434	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129843755	129844210	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129845531	129845986	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129847307	129847762	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129849083	129849538	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129850859	129851314	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129852636	129853091	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129854412	129854867	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129856188	129856643	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129857964	129858419	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129859740	129860195	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129861516	129861971	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129863292	129863747	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129864594	129865011	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129865068	129865523	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129866843	129867298	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129868620	129869075	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129870396	129870851	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129872172	129872627	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129873948	129874403	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129875724	129876179	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129877500	129877955	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129879277	129879732	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129881053	129881508	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129882829	129883284	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129884605	129885060	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129886381	129886836	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129888157	129888612	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129889907	129890362	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129891683	129892138	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129894597	129895052	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129896373	129896828	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129898149	129898604	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129899925	129900380	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129901233	129901688	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129903032	129903487	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129904808	129905263	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129905389	129905832	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129907051	129907506	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129908827	129909282	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129910603	129911058	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129911184	129911627	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129912846	129913301	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129914622	129915077	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129916398	129916853	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129918174	129918629	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129919482	129919937	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129921281	129921736	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129923524	129923979	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129924105	129924548	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129925765	129926220	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129927540	129927995	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129929463	129929918	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129931238	129931693	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129932546	129933001	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129935232	129935687	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129937008	129937463	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129938929	129939384	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129941173	129941628	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129943859	129944314	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129945635	129946090	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129947879	129948334	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129950565	129951020	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129952341	129952796	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129954262	129954717	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129957416	129957871	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129959192	129959647	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129960967	129961422	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129962742	129963197	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129964050	129964505	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129965358	129965813	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129967133	129967588	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129968441	129968896	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129970216	129970671	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129971991	129972446	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129973299	129973754	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129974607	129975062	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129976848	129977303	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129979091	129979546	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129981800	129982255	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129984043	129984498	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129986283	129986738	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129987591	129988046	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129989832	129990287	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129991608	129992063	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129992915	129993370	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129995133	129995588	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129997377	129997832	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129999153	129999608	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130001808	130002263	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130004494	130004949	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130006417	130006872	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130008192	130008647	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130009500	130009955	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130011276	130011731	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130012443	130012768	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130013530	130013985	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130013967	130014391	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130015771	130016226	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130017546	130018001	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130019786	130020241	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130021094	130021549	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130023335	130023790	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130025111	130025566	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130026418	130026873	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130028636	130029091	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130030880	130031335	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130032656	130033111	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130034874	130035329	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130036182	130036637	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130038426	130038881	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130040201	130040656	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130041509	130041964	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130042817	130043272	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130044593	130045048	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130046837	130047292	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130048145	130048600	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130049453	130049908	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130050761	130051216	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130052069	130052524	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130053822	130054277	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130055107	130055562	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130056860	130057315	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130058613	130059068	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130060389	130060844	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130062142	130062597	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130064386	130064841	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130065671	130066126	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130066979	130067434	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130068287	130068742	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130069595	130070050	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130070903	130071358	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130072656	130073111	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130074432	130074887	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130076208	130076663	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130077984	130078439	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130079760	130080215	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130081536	130081991	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130083312	130083767	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130085088	130085543	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130086864	130087319	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130088640	130089095	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130090417	130090872	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	130092193	130092648	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
